sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
now give me the blue one .,give,give,VB,one,me,NN,PRP
can you give me the red one ?,give,give,VB,one,me,NN,PRP
what do you tell daddy that you're eating ?,tell,tell,VB,daddy,what,NN,WP
could you give me a clean knife please ?,give,give,VB,knife,me,NN,PRP
i could give her a little cherry .,give,give,VB,cherry,her,NN,PRP
his mother gave him a .,give,gave,VBD,a,him,DT,PRP
can you give me a squeeze ?,give,give,VB,squeeze,me,NN,PRP
can you give me the soap ?,give,give,VB,soap,me,NN,PRP
what're you showing me ?,show,showing,VBG,me,what,PRP,WP
watch me roll now roll me the ball .,roll,roll,VB,ball,me,NN,PRP
roll me the ball .,roll,roll,VB,ball,me,NN,PRP
hm nice monkey i'm gonna feed the monkey some food .,feed,feed,VB,food,monkey,NN,NN
let me feed you some more okay ?,feed,feed,VB,more,you,JJR,PRP
let me give you a clean napkin there you go .,give,give,VB,napkin,you,NN,PRP
this is the boy and the dog is giving him a kiss .,give,giving,VBG,kiss,him,NN,PRP
george is looking at the book too see i'll show george the picture .,show,show,VB,picture,george,NN,NNP
monkey do you want do you wanna give george the napkin ?,give,give,VB,napkin,george,NN,NNP
as soon as she gets home she gives it a try aha .,give,gives,VBZ,try,it,NN,PRP
when they finish reading olivia's mother gives her a kiss and says you know you really wear me out but i love you anyway ?,give,gives,VBZ,kiss,her,NN,PRP
mm can you give the baby a kiss .,give,give,VB,kiss,baby,NN,NN
what happened was that sharp do you tell her a lot that it's sharp ?,tell,tell,VB,lot,her,NN,PRP
can you give your lamb a kiss ?,give,give,VB,kiss,lamb,NN,NN
dya wanna show manuela a picture of phoebe and trevor .,show,show,VB,picture,manuela,NN,NNP
so the only person who came was the little girl who gave her the stomach virus .,give,gave,VBD,virus,her,NN,PRP
can you give floppy a kiss ?,give,give,VB,kiss,floppy,NN,NNP
why don't you go out and show manuela your cereal squares .,show,show,VB,squares,manuela,NNS,NNP
can you show me puttaputta ?,show,show,VB,puttaputta,me,NN,PRP
do you give her a kiss ?,give,give,VB,kiss,her,NN,PRP
are you gonna give mother the bottle ?,give,give,VB,bottle,mother,NN,NN
give mommy the bottle .,give,give,VB,bottle,mommy,NN,NN
feed her some spaghetti ?,feed,feed,VB,spaghetti,her,NN,PRP
oh give the doggie some .,give,give,VB,some,doggie,DT,NN
what is this what sound noise does the truck make when it backs up ?,make,make,VB,noise,is,NN,VBZ
you're giving me the rice .,give,giving,VBG,rice,me,NN,PRP
you wanna give me that raisin too ?,give,give,VB,raisin,me,NN,PRP
what do you want more rice ?,want,want,VB,rice,what,NN,WP
i think we should go visit them again and maybe they'll give us more strawberries .,give,give,VB,strawberries,us,NNS,PRP
lift the lid up off the pot no i which page you going to ?,lift,lift,VB,i,lid,PRP,NN
is daddy reading you a book ?,read,reading,VBG,book,you,NN,PRP
ah you gonna give him a kiss ?,give,give,VB,kiss,him,NN,PRP
you do it whats the birdie say ?,say,say,VB,what,it,WP,PRP
here violet i'll give you a graham cracker .,give,give,VB,cracker,you,NN,PRP
you're giving him the ring ?,give,giving,VBG,ring,him,NN,PRP
give me another chance ?,give,give,VB,chance,me,NN,PRP
you feeding the horse some more rings ?,feed,feeding,VBG,rings,horse,NNS,NN
are you giving him a hat ?,give,giving,VBG,hat,him,NN,PRP
i don't think i'm gonna give you any dirty water .,give,give,VB,water,you,NN,PRP
i'll give you a cookie okay ?,give,give,VB,cookie,you,NN,PRP
give you a cookie okay ?,give,give,VB,cookie,you,NN,PRP
give you a cookie ?,give,give,VB,cookie,you,NN,PRP
give you a cookie .,give,give,VB,cookie,you,NN,PRP
bring me the ball ball .,bring,bring,VB,ball,me,NN,PRP
give me the ball ball laurie .,give,give,VB,ball,me,NN,PRP
give me the ball ball laurie ?,give,give,VB,ball,me,NN,PRP
go bring me ball ball okay ?,bring,bring,VB,ball,me,NN,PRP
bring me the ball ball ?,bring,bring,VB,ball,me,NN,PRP
maybe mommy will show you some new pictures .,show,show,VB,pictures,you,NNS,PRP
you wanna give floppy a kiss ?,give,give,VB,kiss,floppy,NN,NNP
you wanna look at these let's see if there's anything fun in here that i haven't shown you yet ?,show,shown,VBN,you,that,PRP,WDT
she gave him things she told him secrets and she sang lullabies to him every night .,tell,told,VBD,secrets,him,NNS,PRP
like maybe it's you or whatever her you know whatever she's saying she says ittie .,say,saying,VBG,whatever,her,WDT,PRP
you wanna give the baby a kiss ?,give,give,VB,kiss,baby,NN,NN
did i tell you this that um when she eats for some reason we came up with this i came up with this thing which don hates now that we sing this little song about each type of different food .,tell,tell,VB,this,you,DT,PRP
you wanna give your lamb a kiss ?,give,give,VB,kiss,lamb,NN,NN
you wanna give the baby a kiss ?,give,give,VB,kiss,baby,NN,NN
i'm gonna give you your key ethanokay ?,give,give,VB,key,you,NN,PRP
yeah she's giving him a kiss .,give,giving,VBG,kiss,him,NN,PRP
can i give you a kiss .,give,give,VB,kiss,you,NN,PRP
are you gonna give me a kiss ?,give,give,VB,kiss,me,NN,PRP
you wanna give baby matthew a kiss ?,give,give,VB,kiss,matthew,NN,NNP
okay we'll give it a whirl .,give,give,VB,whirl,it,NN,PRP
she gave him things she told him secrets and she sang lullabies to him every night .,tell,told,VBD,secrets,him,NNS,PRP
yeah i actually can't understand when you're just giving me the little whine .,give,giving,VBG,whine,me,NN,PRP
let's not pull that flower off honey .,pull,pull,VB,honey,flower,NN,NN
and then we'll bring you some crackers .,bring,bring,VB,crackers,you,NNS,PRP
tell me some more .,tell,tell,VB,more,me,JJR,PRP
can you tell me a story ?,tell,tell,VB,story,me,NN,PRP
tell me a story about a lil girl .,tell,tell,VB,story,me,NN,PRP
can you tell me a story about your shoe ?,tell,tell,VB,story,me,NN,PRP
can you tell me some more ?,tell,tell,VB,more,me,JJR,PRP
can you tell me some more ?,tell,tell,VB,more,me,JJR,PRP
can you tell me a story about your knee knee knee knee knee knee knee ?,tell,tell,VB,story,me,NN,PRP
can you give snow man a hug ?,give,give,VB,hug,man,NN,NNP
can you give me a yellow lego ?,give,give,VB,lego,me,NN,PRP
okay i'll give you some more !,give,give,VB,more,you,JJR,PRP
mommy's giving me tahini and cherry .,give,giving,VBG,tahini,me,NN,PRP
i'll give you a little piece you can see what it's like .,give,give,VB,piece,you,NN,PRP
okay now i'm gonna give you your water .,give,give,VB,water,you,NN,PRP
i'm gonna give you the train ?,give,give,VB,train,you,NN,PRP
the credit card the credit card whatever we're offering you nothing for a fee ?,offer,offering,VBG,nothing,you,NN,PRP
did you wanna give floppy a kiss ?,give,give,VB,kiss,floppy,NN,NNP
come on i'll show it ta you .,show,show,VB,ta,it,IN,PRP
you wanna see where she's let's see the picture where she's feeding him his baba .,feed,feeding,VBG,baba,him,NN,PRP
she given him his milk ?,give,given,VBN,milk,him,NN,PRP
okay let me give you some tea you ready .,give,give,VB,tea,you,NN,PRP
give yourself some more tea .,give,give,VB,tea,yourself,NN,PRP
should we give it some more water .,give,give,VB,water,it,NN,PRP
give it some more water don't touch that radiator because it's hot ?,give,give,VB,water,it,NN,PRP
i'll give it some more water .,give,give,VB,water,it,NN,PRP
mommy give you some more juicy okay .,give,give,VB,juicy,you,JJ,PRP
i know i'll give you the kind that max had that he didn't finish .,give,give,VB,kind,you,NN,PRP
give me another kiss .,give,give,VB,kiss,me,NN,PRP
tell me some more ?,tell,tell,VB,more,me,JJR,PRP
what what do you want cookie ?,want,want,VB,what,what,WP,WP
are you gonna give her some bottle .,give,give,VB,bottle,her,NN,PRP
he's gonna bring you a letter .,bring,bring,VB,letter,you,NN,PRP
you can give him a ride in that one .,give,give,VB,ride,him,NN,PRP
give the baby a kiss ?,give,give,VB,kiss,baby,NN,NN
look what i brought you ?,bring,brought,VBD,you,what,PRP,WP
you gave the pig a hat .,give,gave,VBD,hat,pig,NN,NN
you're giving yourself a hug that's nice ?,give,giving,VBG,hug,yourself,NN,PRP
you wanna give mommy a hug ?,give,give,VB,hug,mommy,NN,NN
remember maisy gave the geese some water ?,give,gave,VBD,water,geese,NN,NNS
she's giving the plant some water ?,give,giving,VBG,water,plant,NN,NN
oh poor elephant give the elephant a kiss he has an owie ?,give,give,VB,kiss,elephant,NN,NN
give me a kiss .,give,give,VB,kiss,me,NN,PRP
tell daddy everything .,tell,tell,VB,everything,daddy,NN,NN
tell me more .,tell,tell,VB,more,me,JJR,PRP
no you can not give me this book .,give,give,VB,book,me,NN,PRP
tell me some words .,tell,tell,VB,words,me,NNS,PRP
naima gave mommy two boats .,give,gave,VBD,boats,mommy,NNS,PRP
you wanna give me the book and i'll read it up here ?,give,give,VB,book,me,NN,PRP
i'm giving them water .,give,giving,VBG,water,them,NN,PRP
no i'm not gonna give you the whole box .,give,give,VB,box,you,NN,PRP
give me the crayons .,give,give,VB,crayons,me,NNS,PRP
in the box can you give me the box please ?,give,give,VB,box,me,NN,PRP
daddy's giving you a big father kiss .,give,giving,VBG,kiss,you,NN,PRP
daddy's giving you a kiss a big father kiss .,give,giving,VBG,kiss,you,NN,PRP
daddy's giving you many kisses .,give,giving,VBG,kisses,you,NNS,PRP
okay i will come over there and give you the pear .,give,give,VB,pear,you,NN,PRP
and daddy will give you the pear .,give,give,VB,pear,you,NN,PRP
daddy will give you the pear .,give,give,VB,pear,you,NN,PRP
it doesn't have a cap on it like a marker i'll show you a marker look .,show,show,VB,you,cap,PRP,NN
i called her and left her a message yesterday but i left her a message like last week but i assume that she probably been .,leave,left,VBD,message,her,NN,PRP
i gave him all the mortgage stuff .,give,gave,VBD,stuff,him,NN,PRP
well i gave him all the mortgage receipts .,give,gave,VBD,receipts,him,NNS,PRP
i mean i gave him all the stuff we had we don't have anything else .,give,gave,VBD,stuff,him,NN,PRP
yeah i think i'm almost positive i gave him everything .,give,gave,VBD,everything,him,NN,PRP
what could we give grandma for her birthday ?,give,give,VB,grandma,what,NN,WP
your mommy would have a fit if she saw me give you tab .,give,give,VB,tab,you,NN,PRP
did the doggie bite did the doggie give you a flea .,give,give,VB,you,bite,PRP,NN
did lady give you fleas on your nose .,give,give,VB,fleas,you,NNS,PRP
i'll give you your medicine .,give,give,VB,medicine,you,NN,PRP
soon as breakfast is over i'll give you your medicine .,give,give,VB,medicine,you,NN,PRP
merry and sandra did not give you very much lunch .,give,give,VB,lunch,you,NN,PRP
i'm gonna give you horse bite on your leg .,give,give,VB,bite,you,NN,PRP
i'm gonna give you horse bite on your leg .,give,give,VB,bite,you,NN,PRP
did i give you too much or what .,give,give,VB,much,you,JJ,PRP
seth show me your toes .,show,show,VB,toes,me,NNS,PRP
show me your toes ?,show,show,VB,toes,me,NNS,PRP
what can i tell you ?,tell,tell,VB,you,what,PRP,WP
you giving aunty hug or what .,give,giving,VBG,hug,aunty,NN,NNP
giving aunty hug ?,give,giving,VBG,hug,aunty,NN,NN
is this water that daddy just gave you .,give,gave,VBD,you,that,PRP,WDT
giving me the spoon okay .,give,giving,VBG,spoon,me,NN,PRP
you giving me this one .,give,giving,VBG,one,me,NN,PRP
oh you're giving me your kamut .,give,giving,VBG,kamut,me,NN,PRP
oh you giving me the rake .,give,giving,VBG,rake,me,NN,PRP
you gonna give me something else i'm raking the grass .,give,give,VB,something,me,NN,PRP
you giving me the shovel .,give,giving,VBG,shovel,me,NN,PRP
sprinkler does make things wet we're giving the plants water ?,give,giving,VBG,water,plants,NN,NNS
yes we're giving the plants some water .,give,giving,VBG,water,plants,NN,NNS
oh you gonna give me the rake thank you .,give,give,VB,rake,me,NN,PRP
mommy gave naima the grass !,give,gave,VBD,grass,naima,NN,NNP
oh you're giving me the bucket .,give,giving,VBG,bucket,me,NN,PRP
come on give me a kiss ?,give,give,VB,kiss,me,NN,PRP
come on give me a kiss .,give,give,VB,kiss,me,NN,PRP
give your daddy a kiss .,give,give,VB,kiss,daddy,NN,NN
come on give me a kiss ?,give,give,VB,kiss,me,NN,PRP
come on give me a kiss .,give,give,VB,kiss,me,NN,PRP
okay show me another one .,show,show,VB,one,me,NN,PRP
and this morning we got gave him a brand new little doggie .,give,gave,VBD,doggie,him,NN,PRP
don't pull it turkey .,pull,pull,VB,turkey,it,NN,PRP
give daddy kiss .,give,give,VB,kiss,daddy,NN,NN
give me your hands .,give,give,VB,hands,me,NNS,PRP
give me hands ?,give,give,VB,hands,me,NNS,PRP
can you show mommy the bee ?,show,show,VB,bee,mommy,NN,NN
can you show mommy the pickle ?,show,show,VB,pickle,mommy,NN,NN
here can you give mommy the ball .,give,give,VB,ball,mommy,NN,NN
you wanna give mama the ball ?,give,give,VB,ball,mama,NN,NN
oh you're giving daddy the coffee filter in that picture aren't you ?,give,giving,VBG,filter,daddy,NN,NN
what are you giving him ?,give,giving,VBG,him,what,PRP,WP
yeah you're giving daddy the coffee filter holder in that picture .,give,giving,VBG,holder,daddy,NN,NNP
giving me the rings .,give,giving,VBG,rings,me,NNS,PRP
can you give me the pole also ?,give,give,VB,pole,me,NN,PRP
can you give me the red ring ?,give,give,VB,ring,me,NN,PRP
thank you and can you give me the purple ring !,give,give,VB,ring,me,NN,PRP
are you giving the cat some fish !,give,giving,VBG,fish,cat,NN,NN
you're gonna give the kitty cat some water ?,give,give,VB,water,cat,NN,NN
oh you're feeding the clown the purple ring .,feed,feeding,VBG,ring,clown,NN,NN
you're giving the horse the yellow ring .,give,giving,VBG,ring,horse,NN,NN
hey you gonna feed the bear some bubbles .,feed,feed,VB,bubbles,bear,NNS,NN
you could feed the bear some bubbles you could pretend to feed the bear some bubbles .,feed,feed,VB,bubbles,bear,NNS,NN
give me your hand back .,give,give,VB,hand,me,NN,PRP
oh you're gonna show me the baby ?,show,show,VB,baby,me,NN,PRP
and give him his medicine ?,give,give,VB,medicine,him,NN,PRP
we can give him his medicine ?,give,give,VB,medicine,him,NN,PRP
let's find you some peejays huh ?,find,find,VB,peejays,you,NNS,PRP
you wanna give your duckie a kiss ?,give,give,VB,kiss,duckie,NN,NN
you wanna give your little lamb a kiss ?,give,give,VB,kiss,lamb,NN,NN
hello you wanna give the baby a kiss .,give,give,VB,kiss,baby,NN,NN
you gonna give floppy a shot ?,give,give,VB,shot,floppy,NN,NNP
you wanna give floppy a kiss ?,give,give,VB,kiss,floppy,NN,NNP
let's go over here where the plant is and i'll give you some water in the watering can .,give,give,VB,water,you,NN,PRP
let's give the plant some water .,give,give,VB,water,plant,NN,NN
can you give the plant some water ?,give,give,VB,water,plant,NN,NN
a little bit wet mommy's gonna give the plant this water okay .,give,give,VB,water,plant,NN,NN
thank you you're giving me all your rocks .,give,giving,VBG,rocks,me,NNS,PRP
you're giving me the schoolbus .,give,giving,VBG,schoolbus,me,NN,PRP
you're giving me the watering can and the bucket .,give,giving,VBG,can,me,NN,PRP
you wanna give the butterfly your watering can ?,give,give,VB,can,butterfly,NN,NN
let's give daddy some wheat germ .,give,give,VB,germ,daddy,NN,NN
give daddy some of that .,give,give,VB,some,daddy,DT,NNP
oh the dog licked your toe that's what daddy told me .,tell,told,VBD,me,what,PRP,WP
let's give daddy some raisins .,give,give,VB,daddy,'s,NN,PRP
give him a spoon in there too .,give,give,VB,spoon,him,NN,PRP
i gave you some wheat .,give,gave,VBD,wheat,you,NN,PRP
you're giving me the spoon too .,give,giving,VBG,spoon,me,NN,PRP
let's clean up a little and then i'll give you some cheese okay .,give,give,VB,cheese,you,NN,PRP
show me that tv .,show,show,VB,tv,me,NN,PRP
let me show you this switch around here .,show,show,VB,switch,you,NN,PRP
gives you mustache .,give,gives,VBZ,mustache,you,NN,PRP
show me your ear ?,show,show,VB,ear,me,NN,PRP
please show me your ear .,show,show,VB,ear,me,NN,PRP
give daddy kiss .,give,give,VB,kiss,daddy,NN,NN
give daddy hug .,give,give,VB,hug,daddy,NN,NN
can you give me hug ?,give,give,VB,hug,me,NN,PRP
now let me show you another time hundredth time .,show,show,VB,time,you,NN,PRP
come over here and give me a kiss ?,give,give,VB,kiss,me,NN,PRP
come give daddy kiss ?,give,give,VB,kiss,daddy,NN,NN
give daddy kiss ?,give,give,VB,kiss,daddy,NN,NNP
give daddy kiss .,give,give,VB,kiss,daddy,NN,NN
gee stop grinning and give me a kiss .,give,give,VB,kiss,me,NN,PRP
i'm gonna give you kiss ?,give,give,VB,kiss,you,NN,PRP
show you something .,show,show,VB,something,you,NN,PRP
i was gonna give you another bite of chicken noodle .,give,give,VB,bite,you,NN,PRP
here i'm gonna give you some more bites of chicken noodle .,give,give,VB,bites,you,NNS,PRP
give daddy kiss .,give,give,VB,kiss,daddy,NN,NN
give me a kiss ?,give,give,VB,kiss,me,NN,PRP
and then and then just a few minutes ago i gave him a piece of coconut which he had been pointing at and wanting .,give,gave,VBD,piece,him,NN,PRP
and he asked mike for the third one but mike would not give him the third one until ross put the second one on the window sill also .,give,give,VB,one,him,NN,PRP
