sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
you gonna give it to me .,give,give,VB,it,me,PRP,PRP
thanks for lending it to me ?,lend,lending,VBG,it,me,PRP,PRP
we're giving some water to the plants .,give,giving,VBG,water,plants,NN,NNS
you gonna give that grass to me again ?,give,give,VB,grass,me,NN,PRP
i gave it to you ?,give,gave,VBD,it,you,PRP,PRP
you wanna throw the ball to mommy ?,throw,throw,VB,ball,mommy,NN,NN
you wanna give that ball to clifford okay ?,give,give,VB,ball,clifford,NN,NNP
would you like me to come in and say hello to you ?,say,say,VB,hello,you,UH,PRP
sitting there making clicks to himself now .,make,making,VBG,clicks,himself,NNS,PRP
this is may fifteenth and what have you had to say to the tape recorder .,say,say,VB,what,recorder,WP,NN
probably the best thing to do would be to take you down to her .,take,take,VB,you,her,PRP,PRP
you gave them to me thanks ?,give,gave,VBD,them,me,PRP,PRP
i could take you to laundry like .,take,take,VB,you,laundry,PRP,NN
no give that to me .,give,give,VB,that,me,DT,PRP
mommy wants you to give that to me right now .,give,give,VB,that,me,DT,PRP
take it out of your mouth and give it to me in my hand put it in my hand .,give,give,VB,it,me,PRP,PRP
we'll take these into the bedroom cause we're gonna go to bed now ?,take,take,VB,these,bedroom,DT,NN
right before the last bell rang mr slinger served lily's snacks to everyone's delight .,serve,served,VBD,snacks,delight,NNS,NN
you wanna read that one to me ?,read,read,VB,one,me,NN,PRP
you wanna bring that book over to daisy and show the puppies to daisy ?,show,show,VB,puppies,daisy,NNS,NNP
you gonna give a shot to the pink chair ?,give,give,VB,shot,chair,NN,NN
huh sugar oh you're showing sugar to jessica .,show,showing,VBG,sugar,jessica,NN,NNP
are you giving the necklace to sugar .,give,giving,VBG,necklace,sugar,NN,NN
oh we gave water to the plant yeah ?,give,gave,VBD,water,plant,NN,NN
we did give some water to the plant .,give,give,VB,water,plant,NN,NN
i'm giving it to you ?,give,giving,VBG,it,you,PRP,PRP
who are you giving it to ?,give,giving,VBG,who,it,WP,PRP
you're giving it to the butterfly .,give,giving,VBG,it,butterfly,PRP,NN
you're gonna give it to me okay !,give,give,VB,it,me,PRP,PRP
do you wanna give that tupperware to that doggie ?,give,give,VB,tupperware,doggie,NN,NN
well we're closing this up to give it to daddy ?,give,give,VB,it,daddy,PRP,NN
and so i gave it to him .,give,gave,VBD,it,him,PRP,PRP
after he gave them all to him .,give,gave,VBD,them,him,PRP,PRP
then he asked mike for the next one and mike gave it to him .,ask,asked,VBD,mike,one,NNP,NN
you read it to mommy you read it .,read,read,VBD,it,mommy,PRP,NN
you read the book to mommy you read it .,read,read,VBD,book,mommy,NN,NN
you know mommy's gonna have a little bit of this before she gives it to you .,give,gives,VBZ,it,you,PRP,PRP
that wasn't handing that to mommy ?,hand,handing,VBG,that,mommy,DT,NN
oh you have to give it to mommy not throw it okay ?,give,give,VB,it,mommy,PRP,NN
you gonna give some to the baby ?,give,give,VB,some,baby,DT,NN
can you hand it to me ?,hand,hand,VB,it,me,PRP,PRP
oh give it to me ?,give,give,VB,it,me,PRP,PRP
yes give a little some to the bunny .,give,give,VB,some,bunny,DT,NN
do you want to throw it to mommy ?,throw,throw,VB,it,mommy,PRP,NN
want me to throw it to you .,throw,throw,VB,it,you,PRP,PRP
you could give it to the doggie too .,give,give,VB,it,doggie,PRP,NN
push it to you .,push,push,VB,it,you,PRP,PRP
i'm push it to you again .,push,push,VB,it,you,PRP,PRP
i brought meghan today with me to the school .,bring,brought,VBD,meghan,me,NNP,PRP
i brought the babysitter to school today .,bring,brought,VBD,babysitter,school,NN,NN
she's giving a cup of tea to her bear .,give,giving,VBG,cup,tea,NN,NN
you wanna give homer to daisy ?,give,give,VB,homer,daisy,NN,NNP
can you bring it to mommy ?,bring,bring,VB,it,mommy,PRP,NN
are you giving the pine cone to the football player .,give,giving,VBG,cone,player,NN,NN
you giving the pine cone to paul and judy ?,give,giving,VBG,cone,paul,NN,NNP
you tell that to birthday bear .,tell,tell,VBP,that,bear,DT,NNP
so wha dijou say to them .,say,say,VBP,wha,them,WP,PRP
are you giving ice cream to floppy .,give,giving,VBG,cream,floppy,NN,NNP
would you like to give some french fries to pooh bear .,give,give,VB,fries,bear,NNS,NNP
would you like to give some drops to pooh bear ?,give,give,VB,drops,bear,NNS,NNP
push it to me .,push,push,VB,it,me,PRP,PRP
daddy is gonna throw it to you .,throw,throw,VB,it,you,PRP,PRP
daddy is pushing it to you .,push,pushing,VBG,it,you,PRP,PRP
taking the baby from one infant seat to a second infant seat .,take,taking,VBG,baby,seat,NN,NN
cause grandma sang something to you about being skinny ?,sing,sang,VBD,something,you,NN,PRP
was grandma saying something to mommy ?,say,saying,VBG,something,mommy,NN,NN
daddy was saying hula hula to you .,say,saying,VBG,hula,you,NNP,PRP
i'm not even gonna give it to you .,give,give,VB,it,you,PRP,PRP
push it to daddy .,push,push,VB,it,daddy,PRP,NN
say it to me .,say,say,VB,it,me,PRP,PRP
do you want me to take your chair to the kitchen so you can see ?,take,take,VB,chair,kitchen,NN,NN
can i feed one to the kittie .,feed,feed,VB,one,kittie,CD,NN
you're giving it to your chair .,give,giving,VBG,it,chair,PRP,NN
oh you're giving the eyes to daddy there .,give,giving,VBG,eyes,daddy,NNS,NN
are you giving those eyes to daddy .,give,giving,VBG,eyes,daddy,NNS,NN
ah you wanna give a big kiss to birthday bear .,give,give,VB,kiss,bear,NN,NNP
you're giving the pencils to birthday bear .,give,giving,VBG,pencils,bear,NNS,NNP
birthday oh is birthday bear giving a kiss to the fish .,give,giving,VBG,kiss,fish,NN,NN
you're giving the pen to birthday bear ?,give,giving,VBG,pen,bear,NN,NNP
you're giving the crayons to birthday bear ?,give,giving,VBG,crayons,bear,NNS,NNP
are you giving the pen to birthday bear ?,give,giving,VBG,pen,bear,NN,NNP
mm now you're giving both the pen and the top to birthday bear .,give,giving,VBG,pen,bear,NN,NNP
oh are you bringing that to jessica .,bring,bringing,VBG,that,jessica,DT,NNP
are you gonna give that to jessica .,give,give,VB,that,jessica,DT,NNP
you want you wanna throw that away should we bring that to the garbage can ?,bring,bring,VB,that,that,DT,DT
give it to daddy .,give,give,VB,it,daddy,PRP,NN
give it to d grandpa .,give,give,VB,it,grandpa,PRP,NNP
you want to give it to grandpa ?,give,give,VB,it,grandpa,PRP,NNP
give it to me .,give,give,VB,it,me,PRP,PRP
can you carry that to the bedroom ?,carry,carry,VB,that,bedroom,DT,NN
well there was a man who had a rope on the boat that we took ff from bar harbor to winter harbor .,take,took,VBD,that,ff,WDT,NNP
you don't have to pay any attention to it ?,pay,pay,VB,attention,it,NN,PRP
take me out to the ball game ?,take,take,VB,me,game,PRP,NN
sing happy birthday to you !,sing,sing,VB,birthday,you,NN,PRP
should we sing take me out to the ball game .,take,take,VB,me,game,PRP,NN
take me out to the ball game take me out to the .,take,take,VB,me,game,PRP,NN
take me out to the ballgame take me out to the crowd buy me some peanuts and crackerjack i don't care if i never get back ?,take,take,VB,me,ballgame,PRP,NN
here i give this to you .,give,give,VBP,this,you,DT,PRP
you bring it to the kitchen ?,bring,bring,VBP,it,kitchen,PRP,NN
would you like to come over here and read the book to me ?,read,read,VB,book,me,NN,PRP
you read the story to mommy ?,read,read,VBP,story,mommy,NN,NN
you take it out and i'll read it to you ?,read,read,VB,it,you,PRP,PRP
do you wanna give something to the dolly ?,give,give,VB,something,dolly,NN,NN
you're gonna give something to the doggie ?,give,give,VB,something,doggie,NN,NN
bring it to mommy .,bring,bring,VB,it,mommy,PRP,NN
give it to mommy !,give,give,VB,it,mommy,PRP,NN
come here and read the book to mommy ?,read,read,VB,book,mommy,NN,NN
bring that to mommy .,bring,bring,VB,that,mommy,DT,NN
bring that to mommy and let me see what it is ?,bring,bring,VB,that,mommy,DT,NN
give them to amye ?,give,give,VB,them,amye,PRP,NNP
oh can you bring that to mommy ?,bring,bring,VB,that,mommy,DT,NN
throw it to mummie .,throw,throw,VB,it,mummie,PRP,NNP
can you give it to mommy ?,give,give,VB,it,mommy,PRP,NN
give this to laura .,give,give,VB,this,laura,DT,NNP
yah you take him to his bathroom ?,take,take,VB,him,bathroom,PRP,NN
okay give it to me then .,give,give,VB,it,me,PRP,PRP
if you don't want it give it to me ?,give,give,VB,it,me,PRP,PRP
thank you for offering it to me .,offer,offering,VBG,it,me,PRP,PRP
give me your bottle and i'll take it to the sink .,take,take,VB,it,sink,PRP,NN
i'll eat it you wanna give it to me ?,give,give,VB,it,it,PRP,PRP
who should we sing happy birthday to ?,sing,sing,VB,who,birthday,WP,NN
what did the dirt say to the rain ?,say,say,VB,what,rain,WP,NN
what did the hippie say to the invisible man ?,say,say,VB,what,man,WP,NN
would you like me to read it to you or do you wanna just flip through the pages .,read,read,VB,it,you,PRP,PRP
but you don't want me to read it to you .,read,read,VB,it,you,PRP,PRP
he said guacamole when he gave it to you ?,give,gave,VBD,it,you,PRP,PRP
daddy liked saying it to you at lunchtime today .,say,saying,VBG,it,you,PRP,PRP
we thought you were saying peanut butter until he told me he'd said that to you .,say,said,VBN,that,you,DT,PRP
she took us to someone else's house to meet them .,take,took,VBD,us,house,PRP,NN
she he took her to his bed room and showed her the doll .,take,took,VBD,her,room,PRP,NN
and he likes oh and i was giving his bottle to the .,give,giving,VBG,bottle,the,NN,DT
are you giving moisturizer to jessica .,give,giving,VBG,moisturizer,jessica,NN,NNP
yeah oh you're giving that to jessica .,give,giving,VBG,that,jessica,DT,NNP
you're giving that to the music .,give,giving,VBG,that,music,DT,NN
you're giving that to raffi .,give,giving,VBG,that,raffi,DT,NNP
is that dirty can you bring that to mommy honey .,bring,bring,VB,that,mommy,DT,NN
will you give it to mom ?,give,give,VB,it,mom,PRP,NN
can you show that to jessica ?,show,show,VB,that,jessica,DT,NNP
i am gonna throw you to the ceiling ?,throw,throw,VB,you,ceiling,PRP,NN
i'm gonna give it to you .,give,give,VB,it,you,PRP,PRP
can you read the book to mommy ?,read,read,VB,book,mommy,NN,NN
let's pay attention to daddy .,pay,pay,VB,attention,daddy,NN,NN
you gave that juice to joanna .,give,gave,VBD,juice,joanna,NN,NNP
why don't you bring the book here to mama .,bring,bring,VB,book,mama,NN,NN
push him to me ?,push,push,VB,him,me,PRP,PRP
can you bring him to mama ?,bring,bring,VB,him,mama,PRP,NN
oh you gotta take the motorcycle to the road .,take,take,VB,motorcycle,road,NN,NN
are you giving the barrette to the camera .,give,giving,VBG,barrette,camera,NN,NN
you wanna give a kiss to the baby ?,give,give,VB,kiss,baby,NN,NN
oh it's dirty can you give that to mommy ?,give,give,VB,that,mommy,DT,NN
ooh that is a beautiful picture honey huh maybe we should bring this to auntie .,bring,bring,VB,this,auntie,DT,NN
bring floppy to mommy .,bring,bring,VB,floppy,mommy,JJ,NN
bring it to mommy sweetie .,bring,bring,VB,it,mommy,PRP,NN
someone said to me the other she was doing it the other day and they were like god she grunts a lot i'm like what do you mean she grunts and they were like she's always going uh eh and i was like is that a grunt yeah she does that all day ?,say,said,VBD,me,other,PRP,JJ
you can play with it honey but no throwing are you giving the heart to little puppy .,give,giving,VBG,it,heart,PRP,NN
what's the coat wax saying to you ?,say,saying,VBG,what,you,WP,PRP
why don't you show that funny thing to jessica honey .,show,show,VB,thing,jessica,NN,NNP
you wanna give a kiss to the dragon ?,give,give,VB,kiss,dragon,NN,NN
what do you say to daddy when he goes to work in the morning .,say,say,VB,what,daddy,WP,NN
he's usually wagging his tail n' looking to say hello to people .,say,say,VB,hello,people,UH,NNS
that's a piece of crayon why don't you give that to me cause it's too small .,give,give,VB,crayon,that,NN,DT
well i don't think we can fix it so easily why don't you just give it to me there .,give,give,VB,it,me,PRP,PRP
throw it to daddy .,throw,throw,VB,it,daddy,PRP,NN
can you throw it to daddy ?,throw,throw,VB,it,daddy,PRP,NN
throw it to daddy .,throw,throw,VB,it,daddy,PRP,NN
handed them both to me .,hand,handed,VBD,them,me,PRP,PRP
laura lastname and i'll give this picture to our laura .,give,give,VB,picture,laura,NN,NNP
can you throw it to mommy ?,throw,throw,VB,it,mommy,PRP,NN
they are so old that we are gonna take them and feed them to the birds ?,feed,feed,VB,them,birds,PRP,NNS
hand him to me .,hand,hand,VB,him,me,PRP,PRP
and pinocchio said that his father gave it to him !,give,gave,VBD,it,him,PRP,PRP
would you give it back to me ?,give,give,VB,it,me,PRP,PRP
can you read this one to me ?,read,read,VB,one,me,NN,PRP
then stromboli showed his puppets to pinocchio ?,show,showed,VBD,puppets,pinocchio,NNS,NNP
you go in and read lassie to fraser !,read,read,VBP,lassie,fraser,NNP,NNP
why why don't you show it to me !,show,show,VB,it,me,PRP,PRP
will you show it to me ?,show,show,VB,it,me,PRP,PRP
okay you come and show it to me !,show,show,VB,it,me,PRP,PRP
then i won't give it to you ?,give,give,VB,it,you,PRP,PRP
then i won't give it to you .,give,give,VB,it,you,PRP,PRP
you take her to the doctor !,take,take,VBP,her,doctor,PRP,NN
give it to the baby .,give,give,VB,it,baby,PRP,NN
here i'll bring it to you and you can pick what you want .,bring,bring,VB,it,you,PRP,PRP
can you bring that to mommy ?,bring,bring,VB,that,mommy,DT,NN
here i will hand them all to you and you put them back .,hand,hand,VB,them,you,PRP,PRP
to pooh's surprise the wind carried piglet up into the air .,carry,carried,VBD,surprise,piglet,NN,NN
you're giving it to me we can do it together .,give,giving,VBG,it,me,PRP,PRP
daddy reads that to you and you talk a lot about the words in here huh .,read,reads,VBZ,that,you,DT,PRP
yeah you gave it to me thank you that was the right thing to do .,give,gave,VBD,it,me,PRP,PRP
what do you say to mommy ?,say,say,VB,what,mommy,WP,NN
what do you say to mommy ?,say,say,VB,what,mommy,WP,NN
what do you say to your mommy ?,say,say,VB,what,mommy,WP,NN
can you read it to me from the book ?,read,read,VB,it,me,PRP,PRP
what's grandma saying to you ?,say,saying,VBG,what,you,WP,PRP
okay tell jessica what you said to me the other day ?,say,said,VBD,what,me,WP,PRP
you're gonna read the book to mommy .,read,read,VB,book,mommy,NN,NN
you wanna go into your room and get some books and bring them to mommy ?,bring,bring,VB,them,mommy,PRP,NN
she's bringing pancakes to ian .,bring,bringing,VBG,pancakes,ian,NNS,NNP
one day my mother took me and ian to the circus .,take,took,VBD,me,circus,PRP,NN
do you wanna show that to jessica ?,show,show,VB,that,jessica,DT,NNP
giving a kiss to pooh bear .,give,giving,VBG,kiss,bear,NN,NNP
okay hand it to me ?,hand,hand,VB,it,me,PRP,PRP
let her hand them to you and you put them on ?,hand,hand,VB,them,you,PRP,PRP
travis give it back to her ?,give,give,VB,it,her,PRP,PRP
give it to me .,give,give,VB,it,me,PRP,PRP
to make the bell to you turn this .,make,make,VB,bell,you,NN,PRP
well i want the raisiniest toast and you always give it to her .,give,give,VBP,it,her,PRP,PRP
you wanna say goodbye to the recorder ?,say,say,VB,goodbye,recorder,NN,NNP
throw the ball to mama !,throw,throw,VB,ball,mama,NN,NN
say hi say happy birthday to daddy on the camera today .,say,say,VB,birthday,daddy,NN,NN
and we'll see what she says to us .,say,says,VBZ,what,us,WP,PRP
could you give your bottle to daddy .,give,give,VB,bottle,daddy,NN,NNP
can you give those clean pajamas to mommy please ?,give,give,VB,pajamas,mommy,NNS,NN
giving them to me .,give,giving,VBG,them,me,PRP,PRP
and then the woman said it's a lizard and then she took the naked lizard out from behind the counter and showed it to us .,show,showed,VBD,it,us,PRP,PRP
kick it over to mommy .,kick,kick,VB,it,mommy,PRP,NN
can i throw it to you .,throw,throw,VB,it,you,PRP,PRP
you wanna sit down over there and roll it to ema ?,roll,roll,VB,it,ema,PRP,NNP
roll it to ema .,roll,roll,VB,it,ema,PRP,NNP
can you roll it to ema ?,roll,roll,VB,it,ema,PRP,NNP
roll it to ema .,roll,roll,VB,it,ema,PRP,NNP
roll it to ema .,roll,roll,VB,it,ema,PRP,NNP
can you roll it to ema ?,roll,roll,VB,it,ema,PRP,NNP
okay roll the ball to ema .,roll,roll,VB,ball,ema,NN,NNP
roll it to ema .,roll,roll,VB,it,ema,PRP,NNP
throw it to ema again .,throw,throw,VB,it,ema,PRP,NNP
take it to the .,take,take,VB,it,the,PRP,DT
take it to the garage .,take,take,VB,it,garage,PRP,NN
wanna take it to the garage .,take,take,VB,it,garage,PRP,NN
very good you read the whole book to mommy ?,read,read,VBD,book,mommy,NN,NN
she was carrying toys to the girls and boys on the other side of the mountain !,carry,carrying,VBG,toys,girls,NNS,NNS
let's bring that to mommy ?,bring,bring,VB,that,mommy,DT,NN
wanna throw it to me !,throw,throw,VB,it,me,PRP,PRP
push it to mommy ?,push,push,VB,it,mommy,PRP,NN
push it to mommy ?,push,push,VB,it,mommy,PRP,NN
push it to mommy ?,push,push,VB,it,mommy,PRP,NN
push it to mommy .,push,push,VB,it,mommy,PRP,NN
throw it to mommy .,throw,throw,VB,it,mommy,PRP,NN
then throw it to me ?,throw,throw,VB,it,me,PRP,PRP
you wanna take off your costume for now looks like one antenna is falling off yeah i can take those out for little while we can put them back on when we are ready to go to the library oh you took it out for me okay you wanna give that to me okay ?,take,took,VBD,costume,those,NN,DT
you're giving them to me ?,give,giving,VBG,them,me,PRP,PRP
what would you like me to read to you ?,read,read,VB,what,you,WP,PRP
and gonna read the baby book to you .,read,read,VB,book,you,NN,PRP
the little girl was giving the cracker to the dog ?,give,giving,VBG,cracker,dog,NN,NN
