idx,template_id,item,dative,hypothesis_id,hypothesis_item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,givenness_template,theme_givenness,recipient_givenness
129,1,9,do,9,1,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Mark ?
<s> Mark [verb] some bears us .",Mark,us,some bears,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
130,1,9,pp,9,1,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Mark ?
<s> Mark [verb] us to some bears .",Mark,us,some bears,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
131,1,9,do,9,2,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Sarah ?
<s> Sarah [verb] some cats us .",Sarah,us,some cats,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
132,1,9,pp,9,2,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Sarah ?
<s> Sarah [verb] us to some cats .",Sarah,us,some cats,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
133,1,9,do,9,3,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Alex ?
<s> Alex [verb] a boy me .",Alex,me,a boy,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
134,1,9,pp,9,3,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Alex ?
<s> Alex [verb] me to a boy .",Alex,me,a boy,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
135,1,9,do,9,4,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Michael ?
<s> Michael [verb] some boys us .",Michael,us,some boys,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
136,1,9,pp,9,4,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Michael ?
<s> Michael [verb] us to some boys .",Michael,us,some boys,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
137,1,9,do,9,5,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Laura ?
<s> Laura [verb] some horses us .",Laura,us,some horses,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
138,1,9,pp,9,5,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Laura ?
<s> Laura [verb] us to some horses .",Laura,us,some horses,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
139,1,9,do,9,6,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see William ?
<s> William [verb] some dogs us .",William,us,some dogs,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
140,1,9,pp,9,6,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see William ?
<s> William [verb] us to some dogs .",William,us,some dogs,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
141,1,9,do,9,7,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Jenny ?
<s> Jenny [verb] some dogs me .",Jenny,me,some dogs,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
142,1,9,pp,9,7,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Jenny ?
<s> Jenny [verb] me to some dogs .",Jenny,me,some dogs,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
143,1,9,do,9,8,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Judy ?
<s> Judy [verb] a cat me .",Judy,me,a cat,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
144,1,9,pp,9,8,agent-only,agent-only,agent-only_none__padnai_-1,"Do you see Judy ?
<s> Judy [verb] me to a cat .",Judy,me,a cat,pronoun,animate,definite,noun,animate,indefinite,-1,1,new,new
145,1,10,do,10,1,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Michael ?
<s> Michael [verb] a little horse me .",Michael,me,a little horse,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
146,1,10,pp,10,1,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Michael ?
<s> Michael [verb] me to a little horse .",Michael,me,a little horse,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
147,1,10,do,10,2,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Sarah ?
<s> Sarah [verb] some small horses me .",Sarah,me,some small horses,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
148,1,10,pp,10,2,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Sarah ?
<s> Sarah [verb] me to some small horses .",Sarah,me,some small horses,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
149,1,10,do,10,3,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see William ?
<s> William [verb] a baby girl us .",William,us,a baby girl,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
150,1,10,pp,10,3,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see William ?
<s> William [verb] us to a baby girl .",William,us,a baby girl,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
151,1,10,do,10,4,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Laura ?
<s> Laura [verb] some little dogs us .",Laura,us,some little dogs,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
152,1,10,pp,10,4,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Laura ?
<s> Laura [verb] us to some little dogs .",Laura,us,some little dogs,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
153,1,10,do,10,5,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Mark ?
<s> Mark [verb] some big cats me .",Mark,me,some big cats,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
154,1,10,pp,10,5,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Mark ?
<s> Mark [verb] me to some big cats .",Mark,me,some big cats,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
155,1,10,do,10,6,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Judy ?
<s> Judy [verb] some big cats us .",Judy,us,some big cats,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
156,1,10,pp,10,6,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Judy ?
<s> Judy [verb] us to some big cats .",Judy,us,some big cats,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
157,1,10,do,10,7,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Jenny ?
<s> Jenny [verb] a small horse us .",Jenny,us,a small horse,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
158,1,10,pp,10,7,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Jenny ?
<s> Jenny [verb] us to a small horse .",Jenny,us,a small horse,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
159,1,10,do,10,8,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Alex ?
<s> Alex [verb] some big boys us .",Alex,us,some big boys,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
160,1,10,pp,10,8,agent-only,agent-only,agent-only_none__padnai_-2,"Do you see Alex ?
<s> Alex [verb] us to some big boys .",Alex,us,some big boys,pronoun,animate,definite,noun,animate,indefinite,-2,1,new,new
161,1,11,do,11,1,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Judy ?
<s> Judy [verb] a boy with blue pants me .",Judy,me,a boy with blue pants,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
162,1,11,pp,11,1,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Judy ?
<s> Judy [verb] me to a boy with blue pants .",Judy,me,a boy with blue pants,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
163,1,11,do,11,2,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Mark ?
<s> Mark [verb] a boy with round glasses me .",Mark,me,a boy with round glasses,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
164,1,11,pp,11,2,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Mark ?
<s> Mark [verb] me to a boy with round glasses .",Mark,me,a boy with round glasses,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
165,1,11,do,11,3,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Sarah ?
<s> Sarah [verb] a horse with the tail me .",Sarah,me,a horse with the tail,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
166,1,11,pp,11,3,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Sarah ?
<s> Sarah [verb] me to a horse with the tail .",Sarah,me,a horse with the tail,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
167,1,11,do,11,4,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Alex ?
<s> Alex [verb] a girl with long hair me .",Alex,me,a girl with long hair,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
168,1,11,pp,11,4,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Alex ?
<s> Alex [verb] me to a girl with long hair .",Alex,me,a girl with long hair,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
169,1,11,do,11,5,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Laura ?
<s> Laura [verb] a cat in the box us .",Laura,us,a cat in the box,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
170,1,11,pp,11,5,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Laura ?
<s> Laura [verb] us to a cat in the box .",Laura,us,a cat in the box,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
171,1,11,do,11,6,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Michael ?
<s> Michael [verb] a bear with an apple us .",Michael,us,a bear with an apple,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
172,1,11,pp,11,6,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Michael ?
<s> Michael [verb] us to a bear with an apple .",Michael,us,a bear with an apple,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
173,1,11,do,11,7,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see William ?
<s> William [verb] a cat with big ears me .",William,me,a cat with big ears,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
174,1,11,pp,11,7,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see William ?
<s> William [verb] me to a cat with big ears .",William,me,a cat with big ears,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
175,1,11,do,11,8,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Jenny ?
<s> Jenny [verb] a cat in the box me .",Jenny,me,a cat in the box,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
176,1,11,pp,11,8,agent-only,agent-only,agent-only_none__padnai_-4,"Do you see Jenny ?
<s> Jenny [verb] me to a cat in the box .",Jenny,me,a cat in the box,pronoun,animate,definite,noun,animate,indefinite,-4,1,new,new
177,1,12,do,12,1,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see William ?
<s> William [verb] a girl with the blue hat me .",William,me,a girl with the blue hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
178,1,12,pp,12,1,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see William ?
<s> William [verb] me to a girl with the blue hat .",William,me,a girl with the blue hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
179,1,12,do,12,2,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Mark ?
<s> Mark [verb] a dog who's on a leash me .",Mark,me,a dog who's on a leash,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
180,1,12,pp,12,2,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Mark ?
<s> Mark [verb] me to a dog who's on a leash .",Mark,me,a dog who's on a leash,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
181,1,12,do,12,3,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Michael ?
<s> Michael [verb] a girl with the blue hat us .",Michael,us,a girl with the blue hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
182,1,12,pp,12,3,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Michael ?
<s> Michael [verb] us to a girl with the blue hat .",Michael,us,a girl with the blue hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
183,1,12,do,12,4,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Sarah ?
<s> Sarah [verb] a dog with a red head me .",Sarah,me,a dog with a red head,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
184,1,12,pp,12,4,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Sarah ?
<s> Sarah [verb] me to a dog with a red head .",Sarah,me,a dog with a red head,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
185,1,12,do,12,5,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Jenny ?
<s> Jenny [verb] a dog with a red head us .",Jenny,us,a dog with a red head,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
186,1,12,pp,12,5,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Jenny ?
<s> Jenny [verb] us to a dog with a red head .",Jenny,us,a dog with a red head,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
187,1,12,do,12,6,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Laura ?
<s> Laura [verb] a bear who's on the chair me .",Laura,me,a bear who's on the chair,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
188,1,12,pp,12,6,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Laura ?
<s> Laura [verb] me to a bear who's on the chair .",Laura,me,a bear who's on the chair,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
189,1,12,do,12,7,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Judy ?
<s> Judy [verb] a horse with the funny hat me .",Judy,me,a horse with the funny hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
190,1,12,pp,12,7,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Judy ?
<s> Judy [verb] me to a horse with the funny hat .",Judy,me,a horse with the funny hat,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
191,1,12,do,12,8,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Alex ?
<s> Alex [verb] a horse that's in the barn me .",Alex,me,a horse that's in the barn,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
192,1,12,pp,12,8,agent-only,agent-only,agent-only_none__padnai_-5,"Do you see Alex ?
<s> Alex [verb] me to a horse that's in the barn .",Alex,me,a horse that's in the barn,pronoun,animate,definite,noun,animate,indefinite,-5,1,new,new
193,1,13,do,13,1,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Laura ?
<s> Laura [verb] a girl with leaves me .",Laura,me,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
194,1,13,pp,13,1,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Laura ?
<s> Laura [verb] me to a girl with leaves .",Laura,me,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
195,1,13,do,13,2,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Sarah ?
<s> Sarah [verb] a girl with leaves us .",Sarah,us,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
196,1,13,pp,13,2,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Sarah ?
<s> Sarah [verb] us to a girl with leaves .",Sarah,us,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
197,1,13,do,13,3,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Judy ?
<s> Judy [verb] a dog with ears me .",Judy,me,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
198,1,13,pp,13,3,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Judy ?
<s> Judy [verb] me to a dog with ears .",Judy,me,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
199,1,13,do,13,4,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Alex ?
<s> Alex [verb] a dog with ears us .",Alex,us,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
200,1,13,pp,13,4,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Alex ?
<s> Alex [verb] us to a dog with ears .",Alex,us,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
201,1,13,do,13,5,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Mark ?
<s> Mark [verb] a girl with leaves me .",Mark,me,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
202,1,13,pp,13,5,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Mark ?
<s> Mark [verb] me to a girl with leaves .",Mark,me,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
203,1,13,do,13,6,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see William ?
<s> William [verb] a girl with leaves us .",William,us,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
204,1,13,pp,13,6,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see William ?
<s> William [verb] us to a girl with leaves .",William,us,a girl with leaves,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
205,1,13,do,13,7,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Jenny ?
<s> Jenny [verb] a dog with ears me .",Jenny,me,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
206,1,13,pp,13,7,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Jenny ?
<s> Jenny [verb] me to a dog with ears .",Jenny,me,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
207,1,13,do,13,8,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Michael ?
<s> Michael [verb] a dog with ears us .",Michael,us,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
208,1,13,pp,13,8,agent-only,agent-only,agent-only_none__padnai_-3,"Do you see Michael ?
<s> Michael [verb] us to a dog with ears .",Michael,us,a dog with ears,pronoun,animate,definite,noun,animate,indefinite,-3,1,new,new
209,1,14,do,14,1,agent-only,agent-only,agent-only_none__padnid_-1,"Do you see Judy ?
<s> Judy [verb] the toys me .",Judy,me,the toys,pronoun,animate,definite,noun,inanimate,definite,-1,1,new,new
210,1,14,pp,14,1,agent-only,agent-only,agent-only_none__padnid_-1,"Do you see Judy ?
<s> Judy [verb] me to the toys .",Judy,me,the toys,pronoun,animate,definite,noun,inanimate,definite,-1,1,new,new
211,1,14,do,14,2,agent-only,agent-only,agent-only_none__padnid_-1,"Do you see Laura ?
<s> Laura [verb] the ball me .",Laura,me,the ball,pronoun,animate,definite,noun,inanimate,definite,-1,1,new,new
212,1,14,pp,14,2,agent-only,agent-only,agent-only_none__padnid_-1,"Do you see Laura ?
<s> Laura [verb] me to the ball .",Laura,me,the ball,pronoun,animate,definite,noun,inanimate,definite,-1,1,new,new
213,1,14,do,14,3,agent-only,agent-only,agent-only_none__padnid_-1,"Do you see Michael ?
<s> Michael [verb] the book me .",Michael,me,the book,pronoun,animate,definite,noun,inanimate,definite,-1,1,new,new
